Time,Total_Load_kg,Total_Calls,Up_Count,Down_Count,Lobby_Count,Up_Ratio,Down_Ratio,Lobby_Ratio,Hour,Cluster_Label,Cluster_Name
2025-11-01 02:00:00,21,1,0,1,0,0.0,1.0,0.0,2,8,Night Idle
2025-11-01 02:05:00,231,1,0,1,0,0.0,1.0,0.0,2,8,Night Idle
2025-11-01 02:10:00,84,1,0,1,0,0.0,1.0,0.0,2,8,Night Idle
2025-11-01 02:15:00,0,0,0,0,0,0.0,0.0,0.0,2,0,Night Idle
2025-11-01 02:20:00,0,0,0,0,0,0.0,0.0,0.0,2,0,Night Idle
2025-11-01 02:25:00,0,0,0,0,0,0.0,0.0,0.0,2,0,Night Idle
2025-11-01 02:30:00,63,1,0,1,0,0.0,1.0,0.0,2,8,Night Idle
2025-11-01 02:35:00,0,0,0,0,0,0.0,0.0,0.0,2,0,Night Idle
2025-11-01 02:40:00,147,1,0,1,0,0.0,1.0,0.0,2,8,Night Idle
2025-11-01 02:45:00,0,0,0,0,0,0.0,0.0,0.0,2,0,Night Idle
2025-11-01 02:50:00,84,1,1,0,0,1.0,0.0,0.0,2,2,Early-Morn Light Up-Flow
2025-11-01 02:55:00,0,0,0,0,0,0.0,0.0,0.0,2,0,Night Idle
2025-11-01 03:00:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:05:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:10:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:15:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:20:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:25:00,378,2,0,2,0,0.0,1.0,0.0,3,8,Night Idle
2025-11-01 03:30:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:35:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:40:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:45:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:50:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 03:55:00,0,0,0,0,0,0.0,0.0,0.0,3,0,Night Idle
2025-11-01 04:00:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:05:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:10:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:15:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:20:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:25:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:30:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:35:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:40:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:45:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:50:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 04:55:00,0,0,0,0,0,0.0,0.0,0.0,4,0,Night Idle
2025-11-01 05:00:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:05:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:10:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:15:00,420,6,6,0,0,1.0,0.0,0.0,5,2,Early-Morn Light Up-Flow
2025-11-01 05:20:00,210,3,3,0,0,1.0,0.0,0.0,5,2,Early-Morn Light Up-Flow
2025-11-01 05:25:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:30:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:35:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:40:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:45:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:50:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 05:55:00,0,0,0,0,0,0.0,0.0,0.0,5,0,Night Idle
2025-11-01 06:00:00,84,1,0,1,0,0.0,1.0,0.0,6,8,Night Idle
2025-11-01 06:05:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:10:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:15:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:20:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:25:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:30:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:35:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:40:00,84,1,1,0,0,1.0,0.0,0.0,6,2,Early-Morn Light Up-Flow
2025-11-01 06:45:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:50:00,0,0,0,0,0,0.0,0.0,0.0,6,0,Night Idle
2025-11-01 06:55:00,105,1,1,0,0,1.0,0.0,0.0,6,2,Early-Morn Light Up-Flow
2025-11-01 07:00:00,105,0,0,0,0,0.0,0.0,0.0,7,0,Night Idle
2025-11-01 07:05:00,0,0,0,0,0,0.0,0.0,0.0,7,0,Night Idle
2025-11-01 07:10:00,0,0,0,0,0,0.0,0.0,0.0,7,0,Night Idle
2025-11-01 07:15:00,0,0,0,0,0,0.0,0.0,0.0,7,0,Night Idle
2025-11-01 07:20:00,0,0,0,0,0,0.0,0.0,0.0,7,0,Night Idle
2025-11-01 07:25:00,189,1,1,0,0,1.0,0.0,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 07:30:00,294,4,4,0,0,1.0,0.0,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 07:35:00,231,5,5,0,0,1.0,0.0,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 07:40:00,315,8,8,0,0,1.0,0.0,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 07:45:00,525,9,8,1,0,0.8888888888888888,0.1111111111111111,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 07:50:00,420,4,4,0,0,1.0,0.0,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 07:55:00,84,3,3,0,0,1.0,0.0,0.0,7,2,Early-Morn Light Up-Flow
2025-11-01 08:00:00,84,1,0,1,0,0.0,1.0,0.0,8,8,Night Idle
2025-11-01 08:05:00,546,3,3,0,0,1.0,0.0,0.0,8,2,Early-Morn Light Up-Flow
2025-11-01 08:10:00,126,1,0,1,0,0.0,1.0,0.0,8,8,Night Idle
2025-11-01 08:15:00,42,1,0,1,0,0.0,1.0,0.0,8,8,Night Idle
2025-11-01 08:20:00,0,0,0,0,0,0.0,0.0,0.0,8,0,Night Idle
2025-11-01 08:25:00,147,2,0,2,0,0.0,1.0,0.0,8,8,Night Idle
2025-11-01 08:30:00,231,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,8,4,Late-Morn Light Balanced
2025-11-01 08:35:00,399,2,1,1,0,0.5,0.5,0.0,8,4,Late-Morn Light Balanced
2025-11-01 08:40:00,294,2,0,2,0,0.0,1.0,0.0,8,8,Night Idle
2025-11-01 08:45:00,252,4,3,1,0,0.75,0.25,0.0,8,2,Early-Morn Light Up-Flow
2025-11-01 08:50:00,525,4,1,3,0,0.25,0.75,0.0,8,8,Night Idle
2025-11-01 08:55:00,105,1,0,1,0,0.0,1.0,0.0,8,8,Night Idle
2025-11-01 09:00:00,294,2,1,1,0,0.5,0.5,0.0,9,4,Late-Morn Light Balanced
2025-11-01 09:05:00,0,0,0,0,0,0.0,0.0,0.0,9,0,Night Idle
2025-11-01 09:10:00,567,3,3,0,0,1.0,0.0,0.0,9,2,Early-Morn Light Up-Flow
2025-11-01 09:15:00,567,5,1,4,0,0.2,0.8,0.0,9,8,Night Idle
2025-11-01 09:20:00,315,7,3,4,0,0.4285714285714285,0.5714285714285714,0.0,9,4,Late-Morn Light Balanced
2025-11-01 09:25:00,861,3,0,3,0,0.0,1.0,0.0,9,8,Night Idle
2025-11-01 09:30:00,714,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,9,4,Late-Morn Light Balanced
2025-11-01 09:35:00,840,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,9,4,Late-Morn Light Balanced
2025-11-01 09:40:00,0,1,1,0,0,1.0,0.0,0.0,9,2,Early-Morn Light Up-Flow
2025-11-01 09:45:00,231,2,1,1,0,0.5,0.5,0.0,9,4,Late-Morn Light Balanced
2025-11-01 09:50:00,525,4,2,2,0,0.5,0.5,0.0,9,4,Late-Morn Light Balanced
2025-11-01 09:55:00,714,10,5,5,0,0.5,0.5,0.0,9,4,Late-Morn Light Balanced
2025-11-01 10:00:00,567,9,6,3,0,0.6666666666666666,0.3333333333333333,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:05:00,336,4,3,1,0,0.75,0.25,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:10:00,504,3,3,0,0,1.0,0.0,0.0,10,2,Early-Morn Light Up-Flow
2025-11-01 10:15:00,63,2,2,0,0,1.0,0.0,0.0,10,2,Early-Morn Light Up-Flow
2025-11-01 10:20:00,84,2,1,1,0,0.5,0.5,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:25:00,483,9,6,3,0,0.6666666666666666,0.3333333333333333,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:30:00,651,9,8,1,0,0.8888888888888888,0.1111111111111111,0.0,10,2,Early-Morn Light Up-Flow
2025-11-01 10:35:00,567,10,8,2,0,0.8,0.2,0.0,10,2,Early-Morn Light Up-Flow
2025-11-01 10:40:00,273,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:45:00,672,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:50:00,210,4,3,1,0,0.75,0.25,0.0,10,4,Late-Morn Light Balanced
2025-11-01 10:55:00,189,6,5,1,0,0.8333333333333334,0.1666666666666666,0.0,10,2,Early-Morn Light Up-Flow
2025-11-01 11:00:00,126,1,0,1,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 11:05:00,210,2,1,1,0,0.5,0.5,0.0,11,4,Late-Morn Light Balanced
2025-11-01 11:10:00,105,1,0,1,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 11:15:00,168,2,1,1,0,0.5,0.5,0.0,11,4,Late-Morn Light Balanced
2025-11-01 11:20:00,210,1,0,1,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 11:25:00,840,4,1,3,0,0.25,0.75,0.0,11,4,Late-Morn Light Balanced
2025-11-01 11:30:00,378,2,0,2,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 11:35:00,84,2,0,2,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 11:40:00,252,1,0,1,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 11:45:00,84,2,2,0,0,1.0,0.0,0.0,11,2,Early-Morn Light Up-Flow
2025-11-01 11:50:00,0,0,0,0,0,0.0,0.0,0.0,11,0,Night Idle
2025-11-01 11:55:00,84,2,0,2,0,0.0,1.0,0.0,11,8,Night Idle
2025-11-01 12:00:00,273,2,0,2,0,0.0,1.0,0.0,12,8,Night Idle
2025-11-01 12:05:00,0,0,0,0,0,0.0,0.0,0.0,12,6,Evening Idle
2025-11-01 12:10:00,210,2,0,2,0,0.0,1.0,0.0,12,8,Night Idle
2025-11-01 12:15:00,525,4,4,0,0,1.0,0.0,0.0,12,11,Afternoon Idle
2025-11-01 12:20:00,0,0,0,0,0,0.0,0.0,0.0,12,6,Evening Idle
2025-11-01 12:25:00,0,0,0,0,0,0.0,0.0,0.0,12,6,Evening Idle
2025-11-01 12:30:00,0,1,0,1,0,0.0,1.0,0.0,12,8,Night Idle
2025-11-01 12:35:00,357,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,12,4,Late-Morn Light Balanced
2025-11-01 12:40:00,42,1,1,0,0,1.0,0.0,0.0,12,11,Afternoon Idle
2025-11-01 12:45:00,168,2,2,0,0,1.0,0.0,0.0,12,11,Afternoon Idle
2025-11-01 12:50:00,63,1,1,0,0,1.0,0.0,0.0,12,11,Afternoon Idle
2025-11-01 12:55:00,273,1,0,1,0,0.0,1.0,0.0,12,8,Night Idle
2025-11-01 13:00:00,357,2,2,0,0,1.0,0.0,0.0,13,11,Afternoon Idle
2025-11-01 13:05:00,294,2,0,2,0,0.0,1.0,0.0,13,3,Late-Night Light Down-Flow
2025-11-01 13:10:00,378,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,13,4,Late-Morn Light Balanced
2025-11-01 13:15:00,252,2,2,0,0,1.0,0.0,0.0,13,11,Afternoon Idle
2025-11-01 13:20:00,588,5,3,2,0,0.6,0.4,0.0,13,4,Late-Morn Light Balanced
2025-11-01 13:25:00,273,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,13,4,Late-Morn Light Balanced
2025-11-01 13:30:00,420,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,13,4,Late-Morn Light Balanced
2025-11-01 13:35:00,651,9,8,1,0,0.8888888888888888,0.1111111111111111,0.0,13,11,Afternoon Idle
2025-11-01 13:40:00,651,8,3,5,0,0.375,0.625,0.0,13,4,Late-Morn Light Balanced
2025-11-01 13:45:00,945,12,9,3,0,0.75,0.25,0.0,13,4,Late-Morn Light Balanced
2025-11-01 13:50:00,336,6,5,1,0,0.8333333333333334,0.1666666666666666,0.0,13,11,Afternoon Idle
2025-11-01 13:55:00,1008,16,13,3,0,0.8125,0.1875,0.0,13,11,Afternoon Idle
2025-11-01 14:00:00,210,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,14,4,Late-Morn Light Balanced
2025-11-01 14:05:00,609,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,14,4,Late-Morn Light Balanced
2025-11-01 14:10:00,63,1,1,0,0,1.0,0.0,0.0,14,11,Afternoon Idle
2025-11-01 14:15:00,357,7,4,3,0,0.5714285714285714,0.4285714285714285,0.0,14,4,Late-Morn Light Balanced
2025-11-01 14:20:00,441,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,14,4,Late-Morn Light Balanced
2025-11-01 14:25:00,147,2,1,1,0,0.5,0.5,0.0,14,4,Late-Morn Light Balanced
2025-11-01 14:30:00,378,2,1,1,0,0.5,0.5,0.0,14,4,Late-Morn Light Balanced
2025-11-01 14:35:00,126,1,0,1,0,0.0,1.0,0.0,14,3,Late-Night Light Down-Flow
2025-11-01 14:40:00,63,1,1,0,0,1.0,0.0,0.0,14,11,Afternoon Idle
2025-11-01 14:45:00,84,1,0,1,0,0.0,1.0,0.0,14,3,Late-Night Light Down-Flow
2025-11-01 14:50:00,714,1,1,0,0,1.0,0.0,0.0,14,11,Afternoon Idle
2025-11-01 14:55:00,0,0,0,0,0,0.0,0.0,0.0,14,6,Evening Idle
2025-11-01 15:00:00,315,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,15,4,Late-Morn Light Balanced
2025-11-01 15:05:00,336,1,1,0,0,1.0,0.0,0.0,15,11,Afternoon Idle
2025-11-01 15:10:00,0,0,0,0,0,0.0,0.0,0.0,15,6,Evening Idle
2025-11-01 15:15:00,105,1,0,1,0,0.0,1.0,0.0,15,3,Late-Night Light Down-Flow
2025-11-01 15:20:00,0,0,0,0,0,0.0,0.0,0.0,15,6,Evening Idle
2025-11-01 15:25:00,0,0,0,0,0,0.0,0.0,0.0,15,6,Evening Idle
2025-11-01 15:30:00,378,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,15,4,Late-Morn Light Balanced
2025-11-01 15:35:00,735,5,3,2,0,0.6,0.4,0.0,15,4,Late-Morn Light Balanced
2025-11-01 15:40:00,147,1,0,1,0,0.0,1.0,0.0,15,3,Late-Night Light Down-Flow
2025-11-01 15:45:00,336,2,1,1,0,0.5,0.5,0.0,15,4,Late-Morn Light Balanced
2025-11-01 15:50:00,315,4,3,1,0,0.75,0.25,0.0,15,11,Afternoon Idle
2025-11-01 15:55:00,693,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,15,4,Late-Morn Light Balanced
2025-11-01 16:00:00,672,3,3,0,0,1.0,0.0,0.0,16,11,Afternoon Idle
2025-11-01 16:05:00,882,8,7,1,0,0.875,0.125,0.0,16,11,Afternoon Idle
2025-11-01 16:10:00,420,4,1,3,0,0.25,0.75,0.0,16,3,Late-Night Light Down-Flow
2025-11-01 16:15:00,126,1,1,0,0,1.0,0.0,0.0,16,11,Afternoon Idle
2025-11-01 16:20:00,273,4,4,0,0,1.0,0.0,0.0,16,11,Afternoon Idle
2025-11-01 16:25:00,756,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,16,4,Late-Morn Light Balanced
2025-11-01 16:30:00,294,1,1,0,0,1.0,0.0,0.0,16,11,Afternoon Idle
2025-11-01 16:35:00,798,6,5,1,0,0.8333333333333334,0.1666666666666666,0.0,16,11,Afternoon Idle
2025-11-01 16:40:00,504,3,0,3,0,0.0,1.0,0.0,16,3,Late-Night Light Down-Flow
2025-11-01 16:45:00,420,5,2,3,0,0.4,0.6,0.0,16,4,Late-Morn Light Balanced
2025-11-01 16:50:00,735,5,2,3,0,0.4,0.6,0.0,16,4,Late-Morn Light Balanced
2025-11-01 16:55:00,189,1,0,1,0,0.0,1.0,0.0,16,3,Late-Night Light Down-Flow
2025-11-01 17:00:00,0,1,0,1,0,0.0,1.0,0.0,17,3,Late-Night Light Down-Flow
2025-11-01 17:05:00,420,2,0,2,0,0.0,1.0,0.0,17,3,Late-Night Light Down-Flow
2025-11-01 17:10:00,0,0,0,0,0,0.0,0.0,0.0,17,6,Evening Idle
2025-11-01 17:15:00,42,2,1,1,0,0.5,0.5,0.0,17,4,Late-Morn Light Balanced
2025-11-01 17:20:00,126,1,1,0,0,1.0,0.0,0.0,17,11,Afternoon Idle
2025-11-01 17:25:00,0,0,0,0,0,0.0,0.0,0.0,17,6,Evening Idle
2025-11-01 17:30:00,0,1,1,0,0,1.0,0.0,0.0,17,11,Afternoon Idle
2025-11-01 17:35:00,168,1,1,0,0,1.0,0.0,0.0,17,11,Afternoon Idle
2025-11-01 17:40:00,147,2,1,1,0,0.5,0.5,0.0,17,4,Late-Morn Light Balanced
2025-11-01 17:45:00,105,1,0,1,0,0.0,1.0,0.0,17,3,Late-Night Light Down-Flow
2025-11-01 17:50:00,126,2,1,1,0,0.5,0.5,0.0,17,4,Late-Morn Light Balanced
2025-11-01 17:55:00,231,1,0,1,0,0.0,1.0,0.0,17,3,Late-Night Light Down-Flow
2025-11-01 18:00:00,0,0,0,0,0,0.0,0.0,0.0,18,6,Evening Idle
2025-11-01 18:05:00,63,1,0,1,0,0.0,1.0,0.0,18,3,Late-Night Light Down-Flow
2025-11-01 18:10:00,0,0,0,0,0,0.0,0.0,0.0,18,6,Evening Idle
2025-11-01 18:15:00,126,1,0,1,0,0.0,1.0,0.0,18,3,Late-Night Light Down-Flow
2025-11-01 18:20:00,168,2,1,1,0,0.5,0.5,0.0,18,4,Late-Morn Light Balanced
2025-11-01 18:25:00,126,1,0,1,0,0.0,1.0,0.0,18,3,Late-Night Light Down-Flow
2025-11-01 18:30:00,231,2,0,2,0,0.0,1.0,0.0,18,3,Late-Night Light Down-Flow
2025-11-01 18:35:00,231,2,1,1,0,0.5,0.5,0.0,18,4,Late-Morn Light Balanced
2025-11-01 18:40:00,441,4,4,0,0,1.0,0.0,0.0,18,11,Afternoon Idle
2025-11-01 18:45:00,105,1,1,0,0,1.0,0.0,0.0,18,11,Afternoon Idle
2025-11-01 18:50:00,126,1,0,1,0,0.0,1.0,0.0,18,3,Late-Night Light Down-Flow
2025-11-01 18:55:00,84,1,1,0,0,1.0,0.0,0.0,18,11,Afternoon Idle
2025-11-01 19:00:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:05:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:10:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:15:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:20:00,126,1,0,1,0,0.0,1.0,0.0,19,3,Late-Night Light Down-Flow
2025-11-01 19:25:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:30:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:35:00,42,2,2,0,0,1.0,0.0,0.0,19,11,Afternoon Idle
2025-11-01 19:40:00,294,2,1,1,0,0.5,0.5,0.0,19,4,Late-Morn Light Balanced
2025-11-01 19:45:00,210,1,0,1,0,0.0,1.0,0.0,19,3,Late-Night Light Down-Flow
2025-11-01 19:50:00,21,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 19:55:00,0,0,0,0,0,0.0,0.0,0.0,19,6,Evening Idle
2025-11-01 20:00:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:05:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:10:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:15:00,84,1,0,1,0,0.0,1.0,0.0,20,3,Late-Night Light Down-Flow
2025-11-01 20:20:00,105,1,1,0,0,1.0,0.0,0.0,20,11,Afternoon Idle
2025-11-01 20:25:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:30:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:35:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:40:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:45:00,0,0,0,0,0,0.0,0.0,0.0,20,6,Evening Idle
2025-11-01 20:50:00,126,2,2,0,0,1.0,0.0,0.0,20,11,Afternoon Idle
2025-11-01 20:55:00,168,1,0,1,0,0.0,1.0,0.0,20,3,Late-Night Light Down-Flow
2025-11-01 21:00:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:05:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:10:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:15:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:20:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:25:00,399,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,21,11,Afternoon Idle
2025-11-01 21:30:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:35:00,189,1,0,1,0,0.0,1.0,0.0,21,3,Late-Night Light Down-Flow
2025-11-01 21:40:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:45:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:50:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 21:55:00,0,0,0,0,0,0.0,0.0,0.0,21,6,Evening Idle
2025-11-01 22:00:00,231,1,0,1,0,0.0,1.0,0.0,22,3,Late-Night Light Down-Flow
2025-11-01 22:05:00,0,2,2,0,0,1.0,0.0,0.0,22,11,Afternoon Idle
2025-11-01 22:10:00,546,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,22,3,Late-Night Light Down-Flow
2025-11-01 22:15:00,189,1,0,1,0,0.0,1.0,0.0,22,3,Late-Night Light Down-Flow
2025-11-01 22:20:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:25:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:30:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:35:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:40:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:45:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:50:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 22:55:00,0,0,0,0,0,0.0,0.0,0.0,22,6,Evening Idle
2025-11-01 23:00:00,0,0,0,0,0,0.0,0.0,0.0,23,6,Evening Idle
2025-11-01 23:05:00,0,0,0,0,0,0.0,0.0,0.0,23,6,Evening Idle
2025-11-01 23:10:00,0,0,0,0,0,0.0,0.0,0.0,23,6,Evening Idle
2025-11-01 23:15:00,0,0,0,0,0,0.0,0.0,0.0,23,6,Evening Idle
