ds,yhat,yhat_lower,yhat_upper,yhat_clean,trend,daily,weekly
2025-11-01 03:10:00,-749.903311121478,-3720.2197461736837,1926.851443965607,0.0,2497.277648405247,-2523.6179945079925,-723.5629650187318
2025-11-01 03:15:00,-773.3020378370925,-3608.086779809688,1973.6800845385978,0.0,2497.3023674043325,-2534.3286706032277,-736.2757346381976
2025-11-01 03:20:00,-795.003916678033,-3619.2223884251152,1966.7827980503923,0.0,2497.327086403418,-2543.3203132931544,-749.0106897882964
2025-11-01 03:25:00,-814.9516356695453,-3675.5643890165434,2056.115387884397,0.0,2497.3518054025035,-2550.5360609002296,-761.7673801718189
2025-11-01 03:30:00,-833.1084089353826,-3837.1797056399414,1870.5578830084976,0.0,2497.3765244015885,-2555.9395802638783,-774.5453530730925
2025-11-01 03:35:00,-849.4581955948543,-3479.8070555991344,2206.7908904308533,0.0,2497.401243400674,-2559.515285724065,-787.3441532714628
2025-11-01 03:40:00,-864.0056904518638,-3610.7826733658135,1684.3185735408897,0.0,2497.4259623997596,-2561.2683297292087,-800.163323122415
2025-11-01 03:45:00,-876.7760862799937,-3506.5359830307034,1964.9241252917097,0.0,2497.450681398845,-2561.2243651207773,-813.0024025580615
2025-11-01 03:50:00,-887.8146097725289,-3702.227272322395,1835.332325573298,0.0,2497.4754003979306,-2559.429081007187,-825.8609291632722
2025-11-01 03:55:00,-897.1858349308632,-3632.8761448571,1907.3338081169504,0.0,2497.5001193970156,-2555.9475162123863,-838.7384381154923
2025-11-01 04:00:00,-904.9727801588483,-3646.0108008353473,1942.7966132126967,0.0,2497.524838396101,-2550.863156307163,-851.6344622477859
2025-11-01 04:05:00,-911.2757969453851,-3835.7309389458055,1872.7777337228365,0.0,2497.5495573951866,-2544.2768222220243,-864.5485321185475
2025-11-01 04:10:00,-916.2112597464443,-3608.5746649056587,2015.4828131827128,0.0,2497.574276394272,-2536.305360203223,-877.4801759374935
2025-11-01 04:15:00,-919.9100694260715,-3908.604664639571,1754.8610056099815,0.0,2497.5989953933577,-2527.0801451323496,-890.4289196870793
2025-11-01 04:20:00,-922.5159829812246,-3793.4933023627814,2120.667279825743,0.0,2497.623714392443,-2516.7454102671277,-903.3942871065393
2025-11-01 04:25:00,-924.1837850441393,-3902.6298265733285,1988.93848679806,0.0,2497.648433391528,-2505.4564187534183,-916.375799682249
2025-11-01 04:30:00,-925.0773177201909,-3722.212655771928,1748.9807536216213,0.0,2497.6731523906137,-2493.3774933865534,-929.3729767242513
2025-11-01 04:35:00,-925.367386549543,-3727.6782782044625,1957.2855439001626,0.0,2497.6978713896992,-2480.6799225662626,-942.3853353729799
2025-11-01 04:40:00,-925.2295618193457,-3598.7905506487436,1968.406987605895,0.0,2497.7225903887847,-2467.5397616023533,-955.4123906057769
2025-11-01 04:45:00,-924.8418955493698,-3677.4856097276847,1909.1278709688931,0.0,2497.7473093878702,-2454.1355496082824,-968.4536553289576
2025-11-01 04:50:00,-924.3825749562311,-3698.6923388656055,2080.9406909514923,0.0,2497.7720283869553,-2440.6459630322147,-981.5086403109713
2025-11-01 04:55:00,-924.0275346235621,-3703.188349943071,1844.3472650379326,0.0,2497.7967473860413,-2427.2474277694196,-994.5768542401842
2025-11-01 05:00:00,-923.9480493333667,-3746.96027233342,1786.894810511568,0.0,2497.8214663851268,-2414.1117118704256,-1007.6578038480679
2025-11-01 05:05:00,-924.3083306699041,-3784.359426233246,1826.962423558637,0.0,2497.8461853842123,-2401.4035222897396,-1020.7509937643775
2025-11-01 05:10:00,-925.26314985612,-3839.1654362390327,1810.947041920421,0.0,2497.870904383298,-2389.2781275766306,-1033.855926662787
2025-11-01 05:15:00,-926.9555098941373,-3609.4170172278227,1905.2140930067894,0.0,2497.8956233823833,-2377.87903003705,-1046.972103239471
2025-11-01 05:20:00,-929.5143896595182,-3742.556424726302,1969.9456416674197,0.0,2497.9203423814683,-2367.3357097398275,-1060.0990223011584
2025-11-01 05:25:00,-933.0525817599437,-3868.9693993227606,1771.300923180988,0.0,2497.945061380554,-2357.7614624418584,-1073.2361806986394
2025-11-01 05:30:00,-937.6646462351532,-3803.8728309119538,1629.4802994189292,0.0,2497.9697803796394,-2349.251353193189,-1086.3830734216033
2025-11-01 05:35:00,-943.4250004773348,-3838.0793399837926,1937.0703020541532,0.0,2497.994499378725,-2341.8803062492593,-1099.5391936068006
2025-11-01 05:40:00,-950.3861652662135,-3815.6372025041746,1992.7730841792134,0.0,2498.0192183778104,-2335.701351112521,-1112.704032531503
2025-11-01 05:45:00,-958.5771859878882,-4033.5929682764363,2113.0213913389316,0.0,2498.0439373768954,-2330.744043595719,-1125.877079769065
2025-11-01 05:50:00,-968.0022449866783,-3665.3944178853694,1709.7738972160307,0.0,2498.068656375981,-2327.0130783352793,-1139.05782302738
2025-11-01 05:55:00,-978.6394833553609,-3860.99710519011,1683.173987627634,0.0,2498.0933753750664,-2324.487110431517,-1152.2457482989103
2025-11-01 06:00:00,-990.4400438211574,-3819.805469206621,1885.2739190283166,0.0,2498.118094374152,-2323.1177982993318,-1165.4403398959773
2025-11-01 06:05:00,-1003.3273489006915,-3986.4731591901923,1767.4643965662171,0.0,2498.1428133732375,-2322.8290818702367,-1178.6410804036916
2025-11-01 06:10:00,-1017.1966244529499,-3707.4895021597927,1954.4966899010515,0.0,2498.167532372323,-2323.516706071308,-1191.847450753965
2025-11-01 06:15:00,-1031.9146774841902,-3947.61871055193,1945.8942569686753,0.0,2498.192251371408,-2325.047998562993,-1205.0589302926053
2025-11-01 06:20:00,-1047.3199344535337,-3916.8985990400747,1642.5637543483167,0.0,2498.2169703704935,-2327.261908099538,-1218.274996724489
2025-11-01 06:25:00,-1063.2227451796434,-3997.7359089707443,1629.618602170521,0.0,2498.241689369579,-2329.969308372054,-1231.4951261771675
2025-11-01 06:30:00,-1079.4059546171761,-3954.2202725294846,1673.9468307949858,0.0,2498.2664083686645,-2332.953569692384,-1244.7187932934567
2025-11-01 06:35:00,-1095.6257415831205,-3700.0874200612907,1794.3647811940182,0.0,2498.29112736775,-2335.9713978044815,-1257.9454711463884
2025-11-01 06:40:00,-1111.6127247368072,-4091.4081724919715,1615.3105204622898,0.0,2498.315846366835,-2338.7539397584214,-1271.1746313452213
2025-11-01 06:45:00,-1127.0733282055353,-3939.847052253585,1820.76704463908,0.0,2498.3405653659206,-2341.008149507254,-1284.4057440642023
2025-11-01 06:50:00,-1141.691403597773,-4114.87061519221,1484.7971176121312,0.0,2498.365284365006,-2342.4184099274275,-1297.6382780353515
2025-11-01 06:55:00,-1155.1300970930606,-3627.203880046951,1772.0390824857961,0.0,2498.390003364092,-2342.6483998686363,-1310.8717005885164
2025-11-01 07:00:00,-1167.0339522830536,-3929.1609264950416,1571.7472321563707,0.0,2498.4147223631776,-2341.343196914046,-1324.1054777321856
2025-11-01 07:05:00,-1177.03123500112,-4062.155533961135,1748.721113818102,0.0,2498.439441362263,-2338.1316022648284,-1337.3390740985549
2025-11-01 07:10:00,-1184.7364656027476,-4304.703287767464,1591.7618746194626,0.0,2498.464160361348,-2332.628672944782,-1350.5719530193142
2025-11-01 07:15:00,-1189.7531417611076,-3998.4823980902843,1812.9108753143664,0.0,2498.4888793604337,-2324.438444520032,-1363.8035766015093
2025-11-01 07:20:00,-1191.6766328987314,-3812.4067934518475,1535.0468901536108,0.0,2498.513598359519,-2313.1568256111887,-1377.033405647062
2025-11-01 07:25:00,-1190.0972265917258,-4137.267119040355,1586.3641655635627,0.0,2498.5383173586047,-2298.374644139383,-1390.2608998109472
2025-11-01 07:30:00,-1184.603304489778,-3960.117091509578,1576.7835222897368,0.0,2498.56303635769,-2279.68082333654,-1403.4855175109287
2025-11-01 07:35:00,-1174.784625531383,-3900.48493929875,1695.7272010922343,0.0,2498.5877553567752,-2256.665664837893,-1416.7067160502654
2025-11-01 07:40:00,-1160.2356912478554,-3946.534566833186,1486.0393100117847,0.0,2498.6124743558607,-2228.9242140177357,-1429.9239515859801
2025-11-01 07:45:00,-1140.5591688145496,-3956.7527428507556,1481.147241962441,0.0,2498.6371933549462,-2196.0596829358647,-1443.1366792336303
2025-11-01 07:50:00,-1115.36934527207,-3922.112544606855,1801.713384719584,0.0,2498.6619123540318,-2157.6869046118163,-1456.3443530142858
2025-11-01 07:55:00,-1084.2955865510557,-3918.4565033856893,1531.940530302368,0.0,2498.6866313531173,-2113.4357919953773,-1469.5464259087955
2025-11-01 08:00:00,-1046.9857740134144,-3990.824979423528,1871.1149293452065,0.0,2498.7113503522028,-2062.9547743736903,-1482.742349991927
2025-11-01 08:05:00,-1003.1096918484618,-3867.9763522806084,1765.8246729731627,0.0,2498.736069351288,-2005.9141849061264,-1495.931576293624
2025-11-01 08:10:00,-952.3623374130993,-3690.2917195276195,2063.863701786644,0.0,2498.7607883503733,-1942.0095708260437,-1509.1135549374287
2025-11-01 08:15:00,-894.4671281284236,-3669.7681893343065,1825.015431618931,0.0,2498.785507349459,-1870.9649003360237,-1522.2877351418585
2025-11-01 08:20:00,-829.1789778884195,-3711.5210603912437,1853.840322885688,0.0,2498.8102263485443,-1792.5356389313981,-1535.4535653055657
2025-11-01 08:25:00,-756.2872180074637,-3535.5758825158664,2094.685531872261,0.0,2498.83494534763,-1706.5116704187042,-1548.6104929363892
2025-11-01 08:30:00,-675.6183361498051,-3307.3438156520415,2054.4790708492988,0.0,2498.859664346715,-1612.72003571936,-1561.7579647771597
2025-11-01 08:35:00,-587.0385112914373,-3384.60408746262,2198.6584453594105,0.0,2498.8843833458004,-1511.027467854248,-1574.8954267829897
2025-11-01 08:40:00,-490.45591984146085,-3254.913577197722,2323.783593349683,0.0,2498.909102344886,-1401.3426980245406,-1588.0223241618064
2025-11-01 08:45:00,-385.82279324631554,-3233.811030374263,2493.8460575356708,0.0,2498.9338213439714,-1283.6185130998654,-1601.1381014904211
2025-11-01 08:50:00,-273.1372072257677,-3228.508929451655,2385.65816714805,0.0,2498.9585403430574,-1157.8535449916164,-1614.242202577209
2025-11-01 08:55:00,-152.44458326698805,-2821.9421320175666,2793.798637089148,0.0,2498.983259342143,-1024.0937719414007,-1627.33407066773
2025-11-01 09:00:00,-23.838888743253847,-2817.4833981340953,2926.064529817643,0.0,2499.007978341228,-882.4337187272264,-1640.413148357255
2025-11-01 09:05:00,112.53648040515418,-2747.8028123149056,2705.6378289133536,112.53648040515418,2499.0326973403135,-733.0173392503259,-1653.4788776848336
2025-11-01 09:10:00,256.48814484061495,-2291.373673491203,3045.1070026417738,256.48814484061495,2499.057416339399,-576.0385713556987,-1666.5307001430854
2025-11-01 09:15:00,407.77252467759035,-2368.5795821513734,3343.7780855394785,407.77252467759035,2499.0821353384845,-411.7415539481278,-1679.5680567127663
2025-11-01 09:20:00,566.0959672191582,-2208.3453225407516,3476.3358070132795,566.0959672191582,2499.10685433757,-240.42049918639006,-1692.5903879320215
2025-11-01 09:25:00,731.1152236439543,-1756.515644327246,3400.7893445777318,731.1152236439543,2499.131573336655,-62.41921583469579,-1705.597133858005
2025-11-01 09:30:00,902.4382777351725,-1837.4550243397587,3863.460925426674,902.4382777351725,2499.1562923357405,121.86971958047374,-1718.587734181042
2025-11-01 09:35:00,1079.6255239896816,-1693.3225498368397,3798.22405696155,1079.6255239896816,2499.181011334826,312.0061408276015,-1731.5616281727462
2025-11-01 09:40:00,1262.1912949801529,-1649.499657792762,4010.3572155322454,1262.1912949801529,2499.2057303339116,507.50381945735046,-1744.518254811109
2025-11-01 09:45:00,1449.605729874633,-1415.4751559137549,4249.90247039294,1449.605729874633,2499.230449332997,707.8323332735076,-1757.4570527318717
2025-11-01 09:50:00,1641.2969776473142,-1322.9764276443034,4542.221480984845,1641.2969776473142,2499.2551683320826,912.4192696125626,-1770.3774602973308
2025-11-01 09:55:00,1836.65372187414,-924.3117754341638,4780.250109916577,1836.65372187414,2499.2798873311676,1120.6527502075623,-1783.27891566459
2025-11-01 10:00:00,2035.0280170744213,-1035.3771834473096,4529.8456579947415,2035.0280170744213,2499.304606330253,1331.884267493695,-1796.1608567495266
2025-11-01 10:05:00,2235.7384185237183,-685.7180625939201,4866.84523343829,2235.7384185237183,2499.3293253293386,1545.4318145036816,-1809.022721309302
2025-11-01 10:10:00,2438.0733885360064,-287.5584307079619,5356.865472439792,2438.0733885360064,2499.354044328424,1760.583291148899,-1821.8639469413165
2025-11-01 10:15:00,2641.294960358336,-173.38647789248026,5443.859018067177,2641.294960358336,2499.3787633275097,1976.6001682171016,-1834.6839711862747
2025-11-01 10:20:00,2844.642633935972,80.44822089080046,5560.752806109593,2844.642633935972,2499.4034823265947,2192.721383065419,-1847.4822314560417
2025-11-01 10:25:00,3047.3374851751073,247.05940280241214,5778.259698324997,3047.3374851751073,2499.42820132568,2408.1674490319742,-1860.2581651825474
2025-11-01 10:30:00,3248.5864572452037,423.80914301646914,6100.485464485533,3248.5864572452037,2499.4529203247657,2622.1447466663008,-1873.0112097458627
2025-11-01 10:35:00,3447.586810981166,666.415884800877,6356.305033347639,3447.586810981166,2499.4776393238512,2833.849974223501,-1885.7408025661857
2025-11-01 10:40:00,3643.5307032589026,998.4578077516874,6373.673850429055,3643.5307032589026,2499.5023583229367,3042.4747260957083,-1898.4463811597423
2025-11-01 10:45:00,3835.6098643750975,1010.9709277936787,6594.149624360902,3835.6098643750975,2499.5270773220223,3247.2101701605575,-1911.1273831074818
2025-11-01 10:50:00,4023.0203441618423,1258.1834197772032,6682.320094709153,4023.0203441618423,2499.5517963211073,3447.251793963945,-1923.78324612321
2025-11-01 10:55:00,4204.967292908125,1286.046215124435,7134.375723078429,4204.967292908125,2499.5765153201933,3641.804185695477,-1936.4134081075451
2025-11-01 11:00:00,4380.669749409747,1739.1430087851986,7272.0482832655525,4380.669749409747,2499.601234319279,3830.0858222596326,-1949.0173071691638
2025-11-01 11:05:00,4549.365397926702,1773.6993924918609,7610.678833246695,4549.365397926702,2499.6259533183643,4011.3338262332327,-1961.5943816248955
2025-11-01 11:10:00,4710.315267121614,1996.4096493749307,7691.526054816128,4710.315267121614,2499.65067231745,4184.808664871438,-1974.1440700672742
2025-11-01 11:15:00,4862.808335027012,2037.5265470280383,7646.650937242792,4862.808335027012,2499.675391316535,4349.798755110184,-1986.6658113997073
2025-11-01 11:20:00,5006.166009421683,2122.297534000285,7658.708355317366,5006.166009421683,2499.7001103156203,4505.624943953794,-1999.1590448477311
2025-11-01 11:25:00,5139.746452597677,2454.290578896484,7853.788147213345,5139.746452597677,2499.724829314706,4651.644833334538,-2011.6232100515672
2025-11-01 11:30:00,5262.948718648933,2441.215907679618,8198.908683988915,5262.948718648933,2499.7495483137914,4787.256917345606,-2024.0577470104647
2025-11-01 11:35:00,5375.2166757884115,2423.1494175020766,8201.65881915037,5375.2166757884115,2499.774267312877,4911.904504649861,-2036.4620961743274
2025-11-01 11:40:00,5476.042683973146,2503.177411256634,8172.490340333025,5476.042683973146,2499.7989863119624,5025.079396146106,-2048.8356984849206
2025-11-01 11:45:00,5564.971002736607,2773.710883304901,8421.499738000395,5564.971002736607,2499.8237053110474,5126.325292823692,-2061.1779953981318
2025-11-01 11:50:00,5641.600901924851,2980.3343650370825,8386.394935063592,5641.600901924851,2499.848424310133,5215.240906498596,-2073.488428883877
2025-11-01 11:55:00,5705.589455547631,2901.0663606271796,8604.84367044072,5705.589455547631,2499.8731433092184,5291.482753759105,-2085.766441520693
2025-11-01 12:00:00,5756.653994750708,2988.2284251695896,8556.504082964126,5756.653994750708,2499.897862308304,5354.7676089196375,-2098.0114764772334
2025-11-01 12:05:00,5794.574203118171,2806.3343404336288,8564.298370194558,5794.574203118171,2499.9225813073895,5404.874599390378,-2110.2229775795954
2025-11-01 12:10:00,5819.19383691312,2998.844693132895,8416.539377266292,5819.19383691312,2499.9473003064745,5441.646925934175,-2122.40038932753
2025-11-01 12:15:00,5830.422056636434,3036.5430411934994,8454.097755626271,5830.422056636434,2499.97201930556,5464.993194261503,-2134.543156930628
2025-11-01 12:20:00,5828.2343585083145,3245.1423115257326,8489.461898075637,5828.2343585083145,2499.9967383046455,5474.888346588161,-2146.650726384493
2025-11-01 12:25:00,5812.67309728412,3058.5326842524987,8716.292598785629,5812.67309728412,2500.021457303731,5471.374184397422,-2158.7225444170326
2025-11-01 12:30:00,5783.847594463989,2981.5262561913487,8414.110680411595,5783.847594463989,2500.0461763028165,5454.559476776777,-2170.7580586156046
2025-11-01 12:35:00,5741.933828503183,2910.9221962204547,8497.505491437394,5741.933828503183,2500.070895301902,5424.619650616253,-2182.7567174149735
2025-11-01 12:40:00,5687.173707956066,3122.720986847759,8816.824429454971,5687.173707956066,2500.095614300987,5381.796063763694,-2194.717970108615
2025-11-01 12:45:00,5619.873927951534,2645.3410102291255,8551.22984730821,5619.873927951534,2500.1203333000726,5326.394861592648,-2206.641266941188
2025-11-01 12:50:00,5540.404418485934,2579.7934228124072,8477.737552375793,5540.404418485934,2500.145052299158,5258.785425261939,-2218.5260590751623
2025-11-01 12:55:00,5449.196389421304,2601.637849719564,8249.225523766452,5449.196389421304,2500.169771298244,5179.398416840675,-2230.3717987176155
2025-11-01 13:00:00,5346.7399866377855,2547.061741957282,8346.69415652607,5346.7399866377855,2500.1944902973296,5088.723435396728,-2242.177939056271
2025-11-01 13:05:00,5233.581570460336,2315.2646513323416,8154.115461408208,5233.581570460336,2500.2192092964146,4987.306295515547,-2253.9439343516274
2025-11-01 13:10:00,5110.320634428657,2330.361946085584,7793.336293010456,5110.320634428657,2500.2439282955,4875.745946066715,-2265.669239933559
2025-11-01 13:15:00,4977.606381610594,2096.8549614854483,7906.528705015432,4977.606381610594,2500.2686472945857,4754.691046616015,-2277.353312300007
2025-11-01 13:20:00,4836.1339828151085,2052.5450047015897,7779.40651518047,4836.1339828151085,2500.293366293671,4624.836225612559,-2288.995609091122
2025-11-01 13:25:00,4686.640536521648,1769.1245762919539,7585.203151328492,4686.640536521648,2500.3180852927567,4486.918040352368,-2300.595589123476
2025-11-01 13:30:00,4529.900758145071,1757.0186828131366,7118.542063873715,4529.900758145071,2500.342804291842,4341.710666307104,-2312.1527124538743
2025-11-01 13:35:00,4366.722427363005,1671.207828431761,7113.006984091582,4366.722427363005,2500.3675232909272,4190.021344477222,-2323.666440405143
2025-11-01 13:40:00,4197.941619073748,1600.8670624689394,7137.664479569379,4197.941619073748,2500.3922422900127,4032.685612377099,-2335.136235593363
2025-11-01 13:45:00,4024.4177535960825,1418.2906062787629,6831.849051972176,4024.4177535960825,2500.4169612890983,3870.5623542486105,-2346.561561941626
2025-11-01 13:50:00,3847.0284929776085,1015.2011805886254,6532.354436125226,3847.0284929776085,2500.4416802881838,3704.528697473917,-2357.9418847844927
2025-11-01 13:55:00,3666.6645222078796,1032.9336083776702,6598.58707389195,3666.6645222078796,2500.4663992872693,3535.474793712958,-2369.276670792348
2025-11-01 14:00:00,3484.2242432129265,653.6056431985771,6283.424589570628,3484.2242432129265,2500.4911182863543,3364.298513055143,-2380.565388128571
2025-11-01 14:05:00,3300.608423143411,369.9947441353968,6116.493528248806,3300.608423143411,2500.51583728544,3191.900092232227,-2391.807506374256
2025-11-01 14:10:00,3116.71482552383,330.40494117086445,6011.3878790316585,3116.71482552383,2500.5405562845253,3019.1767658638446,-2403.002496624539
2025-11-01 14:15:00,2933.4328637914377,249.28011461029618,5949.2652187713375,2933.4328637914377,2500.565275283611,2847.0174199961975,-2414.14983148837
2025-11-01 14:20:00,2751.638310699142,87.28682340095321,5643.215732579552,2751.638310699142,2500.5899942826964,2676.297301587846,-2425.2489851714004
2025-11-01 14:25:00,2572.1880979302514,-474.23762264795624,5451.6538575551685,2572.1880979302514,2500.614713281782,2507.8728181042206,-2436.299433455751
2025-11-01 14:30:00,2395.9152423145515,-416.75617828581005,5365.328888282318,2395.9152423145515,2500.639432280867,2342.5764637729876,-2447.3006537393035
2025-11-01 14:35:00,2223.6239279751385,-465.9864660466148,4922.96633104199,2223.6239279751385,2500.6641512799524,2181.2119018182666,-2458.25212512308
2025-11-01 14:40:00,2056.084781622454,-798.0769301956628,4882.631264396893,2056.084781622454,2500.688870279038,2024.549239696728,-2469.1533283533126
2025-11-01 14:45:00,1894.0303663281575,-768.6910511392684,4669.540778086179,1894.0303663281575,2500.7135892781234,1873.320523014001,-2480.0037459639675
2025-11-01 14:50:00,1738.1509298371957,-997.2618714620045,4591.301515622056,1738.1509298371957,2500.7383082772094,1728.2154837693788,-2490.8028622093925
2025-11-01 14:55:00,1589.0904288433699,-1075.062381349905,4329.273515623572,1589.0904288433699,2500.7630272762945,1589.877564701433,-2501.5501631343573
2025-11-01 15:00:00,1447.4428586023553,-1195.1683884910078,4441.0814795771885,1447.4428586023553,2500.78774627538,1458.9002489796187,-2512.245136652644
2025-11-01 15:05:00,1313.7489118241235,-1323.3063641471754,4146.687364584967,1313.7489118241235,2500.8124652744655,1335.8237190515842,-2522.887272501926
2025-11-01 15:10:00,1188.492986281866,-1826.2678399198835,4090.4769574358093,1188.492986281866,2500.837184273551,1221.1318643348277,-2533.4760623265124
2025-11-01 15:15:00,1072.1005620384585,-1663.3428718907096,3989.4403164078967,1072.1005620384585,2500.8619032726365,1115.249658445906,-2544.0109996800843
2025-11-01 15:20:00,964.9359641391322,-1808.025590008056,3673.647639193957,964.9359641391322,2500.886622271722,1018.5409219745942,-2554.491580107184
2025-11-01 15:25:00,867.300524813623,-2099.795739564592,3651.06904093934,867.300524813623,2500.911341270807,931.3064846455443,-2564.9173011027287
2025-11-01 15:30:00,779.4311565218311,-2055.51221971522,3670.665973493214,779.4311565218311,2500.9360602698926,853.7827584662036,-2575.2876622142658
2025-11-01 15:35:00,701.4993441586898,-2117.582094923381,3635.1806629425832,701.4993441586898,2500.960779268978,786.1407299351185,-2585.6021650454068
2025-11-01 15:40:00,633.6105621139884,-2233.9742814307792,3339.744311866089,633.6105621139884,2500.9854982680636,728.4853771025971,-2595.8603132566723
2025-11-01 15:45:00,575.8041183068128,-2135.2674879797173,3530.3646502012716,575.8041183068128,2501.010217267149,680.8555136839645,-2606.0616126443006
2025-11-01 15:50:00,528.053425585121,-2110.28203722606,3181.970885301874,528.053425585121,2501.034936266234,643.2240604596866,-2616.2055711407997
2025-11-01 15:55:00,490.26669672584103,-2316.7255162320953,3268.7947756486055,490.26669672584103,2501.0596552653196,615.4987403543477,-2626.2916988938255
