generations,best_awt,avg_awt,pareto_size
73,2.6802458027472036,5.191886774709302,17
74,2.6802458027472036,5.117726058329636,17
75,2.6802458027472036,5.084458567159332,17
76,2.6802458027472036,5.101725065152565,17
77,2.6802458027472036,5.111454578382078,16
78,2.6802458027472036,5.023585948483955,17
79,2.6802458027472036,5.023350585952638,17
80,2.6802458027472036,5.023350585952638,17
81,2.6802458027472036,5.117245543273614,17
82,2.6802458027472036,5.115998837555137,18
83,2.6802458027472036,5.098674103366636,18
84,2.6802458027472036,5.098674103366636,18
85,2.6802458027472036,5.098674103366636,18
86,2.6802458027472036,5.050400261153806,18
87,2.6802458027472036,5.037814715062614,18
88,2.6802458027472036,5.035940840140884,18
89,2.6802458027472036,5.125102050748413,16
90,2.6802458027472036,5.113083851370785,16
91,2.6802458027472036,5.103454409838062,16
92,2.6802458027472036,5.118294136583165,16
93,2.6802458027472036,5.043716824973551,17
94,2.6802458027472036,5.034974194455583,17
95,2.6802458027472036,5.018204402803161,17
96,2.6802458027472036,4.953901211221094,17
97,2.6802458027472036,4.9866369329571585,17
98,2.6802458027472036,4.986556553653909,17
99,2.6802458027472036,4.982134853679973,17
100,2.6802458027472036,4.944367674535862,18
101,2.6802458027472036,4.9314287494740245,18
102,2.6802458027472036,5.056204093719776,17
103,2.6802458027472036,5.030780334535774,17
104,2.6802458027472036,5.003544942864528,17
105,2.6802458027472036,4.998818034396174,17
106,2.6802458027472036,4.962334473349288,17
107,2.6802458027472036,4.900790735037456,17
108,2.6802458027472036,4.958259495696923,17
109,2.6802458027472036,4.95370038891131,17
110,2.6802458027472036,4.95370038891131,17
111,2.6802458027472036,4.95370038891131,17
112,2.6802458027472036,4.952061297778033,17
113,2.6802458027472036,4.9492368031354745,17
114,2.6802458027472036,4.8850775846954555,17
115,2.6802458027472036,4.892796462112095,16
116,2.6802458027472036,4.881242723006552,16
117,2.6802458027472036,4.881242723006552,16
118,2.6802458027472036,4.877423251078319,17
119,2.6802458027472036,4.877423251078319,17
120,2.6802458027472036,4.882749665205552,17
121,2.6802458027472036,4.859084281866432,17
122,2.6802458027472036,4.859084281866431,17
123,2.6802458027472036,4.859084281866431,17
124,2.6802458027472036,4.860464761265326,17
125,2.6802458027472036,4.860464761265325,17
126,2.6802458027472036,4.985647950748213,16
127,2.6802458027472036,4.8897491716548185,16
128,2.6802458027472036,4.881689109708468,16
129,2.6802458027472036,4.87485109151792,16
130,2.6802458027472036,4.868638154053336,16
131,2.6802458027472036,4.868499419746335,16
132,2.6802458027472036,4.9648710610740645,16
133,2.6802458027472036,4.912993678136983,16
134,2.6802458027472036,4.871358369693001,16
135,2.6802458027472036,4.916541739458428,17
136,2.6802458027472036,4.876360824450396,17
137,2.6802458027472036,4.890476356737692,17
138,2.6802458027472036,4.890476356737692,17
139,2.6802458027472036,4.892604461406502,16
140,2.6802458027472036,4.892604461406502,16
141,2.6802458027472036,4.892604461406502,16
142,2.6802458027472036,4.892604461406502,16
143,2.6802458027472036,4.892604461406502,16
144,2.6802458027472036,4.907232570029629,16
145,2.6802458027472036,4.881803134251814,16
146,2.6802458027472036,4.881803134251814,16
147,2.6802458027472036,4.881780405027354,16
148,2.6802458027472036,4.881780405027354,16
149,2.6802458027472036,4.880788063711272,16
150,2.6802458027472036,4.886070470925308,16
151,2.6802458027472036,4.913155617426013,16
152,2.6802458027472036,4.910255311242462,16
153,2.6802458027472036,4.910255311242462,16
154,2.6802458027472036,4.902839208100508,16
155,2.6802458027472036,4.876935289854575,16
156,2.6802458027472036,4.883970201836338,16
157,2.6802458027472036,4.875296159464323,16
158,2.6802458027472036,4.875296159464323,16
159,2.6802458027472036,4.874781223246812,16
160,2.6802458027472036,4.880475600936972,16
161,2.6802458027472036,4.853751296943732,16
162,2.6802458027472036,4.843810429746779,17
163,2.6802458027472036,4.871555530673952,17
164,2.6802458027472036,4.893489914481429,17
165,2.6802458027472036,4.873246099847115,17
166,2.6802458027472036,4.893310196469369,17
167,2.6802458027472036,4.884312054325863,17
168,2.6802458027472036,4.909329952828954,17
169,2.6802458027472036,4.853915564082321,17
170,2.6802458027472036,4.841065200166054,17
171,2.6802458027472036,4.852844986284486,18
172,2.6802458027472036,4.865251853118962,18
173,2.6802458027472036,4.859423483301877,18
174,2.6802458027472036,4.881424204964104,18
175,2.6802458027472036,4.831806989684484,18
176,2.6802458027472036,4.829464977981724,18
177,2.6802458027472036,4.792795666385496,18
178,2.6802458027472036,4.852327034296074,18
179,2.6802458027472036,4.784410830326393,18
180,2.6802458027472036,4.78428310069119,18
181,2.6802458027472036,4.78428310069119,18
182,2.6802458027472036,4.794985322400525,18
183,2.6802458027472036,4.794861765903843,18
184,2.6802458027472036,4.794861765903843,18
185,2.6802458027472036,4.792282186949378,18
186,2.6802458027472036,4.767806073640139,18
187,2.6802458027472036,4.769409385424682,18
188,2.594988254030731,4.710513911763827,19
189,2.594988254030731,4.714456590264097,19
190,2.594988254030731,4.714456590264097,19
191,2.594988254030731,4.714456590264097,19
192,2.594988254030731,4.714456590264097,19
193,2.594988254030731,4.714456590264097,19
194,2.594988254030731,4.732468194910516,19
195,2.594988254030731,4.7158550112140185,19
196,2.594988254030731,4.7158550112140185,19
197,2.594988254030731,4.763882355406608,19
198,2.594988254030731,4.763882355406608,19
199,2.594988254030731,4.69896281099046,19
