ds,y,yhat,yhat_lower,yhat_upper,yhat_clean
2025-11-01 01:40:00,0,-6.899070053519154,-1775.1106734144053,1761.312533307367,0.0
2025-11-01 01:45:00,0,-17.975506553362266,-1786.1871099142484,1750.2360968075238,0.0
2025-11-01 01:50:00,189,-9.511781838938532,-1777.7233851998246,1758.6998215219476,0.0
2025-11-01 01:55:00,168,143.38376096076945,-1624.8278424001167,1911.5953643216556,143.38376096076945
2025-11-01 02:00:00,21,175.10125886992455,-1593.1103444909616,1943.3128622308107,175.10125886992455
2025-11-01 02:05:00,231,54.28953780970005,-1713.922065551186,1822.5011411705862,54.28953780970005
2025-11-01 02:10:00,84,183.71047992569993,-1584.5011234351862,1951.922083286586,183.71047992569993
2025-11-01 02:15:00,0,118.16320186590383,-1650.0484014949823,1886.37480522679,118.16320186590383
2025-11-01 02:20:00,0,10.339597512821456,-1757.8720058480646,1778.5512008737076,10.339597512821456
2025-11-01 02:25:00,0,-12.95924529167587,-1781.170848652562,1755.2523580692102,0.0
2025-11-01 02:30:00,63,-19.33249867301629,-1787.5441020339024,1748.8791046878698,0.0
2025-11-01 02:35:00,0,21.17210371107649,-1747.0394996498096,1789.3837070719626,21.17210371107649
2025-11-01 02:40:00,147,-22.33576922287284,-1790.547372583759,1745.8758341380133,0.0
2025-11-01 02:45:00,0,67.22472623880367,-1700.9868771220824,1835.4363295996898,67.22472623880367
2025-11-01 02:50:00,84,-20.87138780717396,-1789.08299116806,1747.3402155537121,0.0
2025-11-01 02:55:00,0,-0.44497604593561846,-1768.6565794068217,1767.7666273149505,0.0
2025-11-01 03:00:00,0,-50.81432670814547,-1819.0259300690316,1717.3972766527406,0.0
2025-11-01 03:05:00,0,-77.45152679007288,-1845.663130150959,1690.7600765708132,0.0
2025-11-01 03:10:00,0,-79.62360734182539,-1847.8352107027115,1688.5879960190607,0.0
2025-11-01 03:15:00,0,-81.21603825242573,-1849.4276416133118,1686.9955651084604,0.0
2025-11-01 03:20:00,0,-80.51577284288578,-1848.7273762037719,1687.6958305180003,0.0
2025-11-01 03:25:00,378,-77.62139264909274,-1845.8329960099788,1690.5902107117934,0.0
2025-11-01 03:30:00,0,222.18190915337163,-1546.0296942075145,1990.3935125142577,222.18190915337163
2025-11-01 03:35:00,0,22.993876947030913,-1745.2177264138552,1791.205480307917,22.993876947030913
2025-11-01 03:40:00,0,-63.11574529803784,-1831.327348658924,1705.0958580628483,0.0
2025-11-01 03:45:00,0,-47.09852336420499,-1815.310126725091,1721.113079996681,0.0
2025-11-01 03:50:00,0,-36.99615939245177,-1805.2077627533379,1731.2154439684343,0.0
2025-11-01 03:55:00,0,-26.146627409612847,-1794.358230770499,1742.0649759512733,0.0
2025-11-01 04:00:00,0,-15.531714759499664,-1783.7433181203858,1752.6798886013864,0.0
2025-11-01 04:05:00,0,-5.624505195190068,-1773.8361085560762,1762.587098165696,0.0
2025-11-01 04:10:00,0,3.0948591117839896,-1765.116744249102,1771.30646247267,3.0948591117839896
2025-11-01 04:15:00,0,10.198345779180272,-1758.0132575817058,1778.4099491400664,10.198345779180272
2025-11-01 04:20:00,0,15.328964316703605,-1752.8826390441825,1783.5405676775897,15.328964316703605
2025-11-01 04:25:00,0,18.219226817034723,-1749.9923765438514,1786.4308301779208,18.219226817034723
2025-11-01 04:30:00,0,18.705526385112535,-1749.5060769757736,1786.9171297459986,18.705526385112535
2025-11-01 04:35:00,0,16.73787879453721,-1751.473724566349,1784.9494821554233,16.73787879453721
2025-11-01 04:40:00,0,12.38448368574791,-1755.8271196751382,1780.596087046634,12.38448368574791
2025-11-01 04:45:00,0,5.830804358201931,-1762.3807990026842,1774.042407719088,5.830804358201931
2025-11-01 04:50:00,0,-2.626888457698442,-1770.8384918185845,1765.5847149031877,0.0
2025-11-01 04:55:00,0,-12.593309962370768,-1780.8049133232569,1755.6182933985153,0.0
2025-11-01 05:00:00,0,-23.59084453897958,-1791.8024478998657,1744.6207588219065,0.0
2025-11-01 05:05:00,0,-35.080439640285476,-1803.2920430011716,1733.1311637206006,0.0
2025-11-01 05:10:00,0,-46.48582607272783,-1814.697429433614,1721.7257772881583,0.0
2025-11-01 05:15:00,420,-57.220012098478946,-1825.431615459365,1710.9915912624072,0.0
2025-11-01 05:20:00,210,260.84958080287925,-1507.3620225580069,2029.0611841637653,260.84958080287925
2025-11-01 05:25:00,0,187.92043422866846,-1580.2911691322176,1956.1320375895546,187.92043422866846
2025-11-01 05:30:00,0,-37.20094831492679,-1805.412551675813,1731.0106550459593,0.0
2025-11-01 05:35:00,0,-85.6995425566156,-1853.9111459175017,1682.5120608042705,0.0
2025-11-01 05:40:00,0,-82.75773246189237,-1850.9693358227785,1685.4538708989937,0.0
2025-11-01 05:45:00,0,-80.09157748390317,-1848.3031808447893,1688.120025876983,0.0
2025-11-01 05:50:00,0,-74.27490893380855,-1842.4865122946946,1693.9366944270776,0.0
2025-11-01 05:55:00,0,-65.69416892956815,-1833.9057722904543,1702.517434431318,0.0
2025-11-01 06:00:00,84,-54.6292411572922,-1822.8408445181783,1713.582362203594,0.0
2025-11-01 06:05:00,0,24.00858615854304,-1744.203017202343,1792.2201895194291,24.00858615854304
2025-11-01 06:10:00,0,-7.1371744643147395,-1775.3487778252008,1761.0744288965714,0.0
2025-11-01 06:15:00,0,-12.610456666656319,-1780.8220600275424,1755.6011466942298,0.0
2025-11-01 06:20:00,0,4.549491923027745,-1763.6621114378584,1772.7610952839138,4.549491923027745
2025-11-01 06:25:00,0,19.707888839327097,-1748.503714521559,1787.9194922002132,19.707888839327097
2025-11-01 06:30:00,0,33.72771052097778,-1734.4838928399083,1801.9393138818639,33.72771052097778
2025-11-01 06:35:00,0,45.80996021973897,-1722.4016431411471,1814.021563580625,45.80996021973897
2025-11-01 06:40:00,84,55.333343194492954,-1712.8782601663931,1823.544946555379,55.333343194492954
2025-11-01 06:45:00,0,127.27831218948359,-1640.9332911714025,1895.4899155503697,127.27831218948359
2025-11-01 06:50:00,0,84.41647015000945,-1683.7951332108767,1852.6280735108955,84.41647015000945
2025-11-01 06:55:00,105,62.57129810039987,-1705.6403052604862,1830.782901461286,62.57129810039987
2025-11-01 07:00:00,105,141.1927149514786,-1627.0188884094075,1909.4043183123647,141.1927149514786
2025-11-01 07:05:00,0,157.32030424327422,-1610.8912991176119,1925.5319076041603,157.32030424327422
2025-11-01 07:10:00,0,61.88642427889499,-1706.325179081991,1830.098027639781,61.88642427889499
2025-11-01 07:15:00,0,22.398332254798333,-1745.8132711060878,1790.6099356156844,22.398332254798333
2025-11-01 07:20:00,0,6.652650295603053,-1761.558953065283,1774.8642536564892,6.652650295603053
2025-11-01 07:25:00,189,-12.490335045953543,-1780.7019384068396,1755.7212683149326,0.0
2025-11-01 07:30:00,294,115.11275647631828,-1653.0988468845678,1883.3243598372044,115.11275647631828
2025-11-01 07:35:00,231,221.76028775557643,-1546.4513156053097,1989.9718911164625,221.76028775557643
2025-11-01 07:40:00,315,175.9562027617676,-1592.2554005991185,1944.1678061226537,175.9562027617676
2025-11-01 07:45:00,525,209.1517359516247,-1559.0598674092614,1977.3633393125108,209.1517359516247
2025-11-01 07:50:00,420,380.93010632879395,-1387.2814970320921,2149.1417096896803,380.93010632879395
2025-11-01 07:55:00,84,338.3853561152173,-1429.8262472456688,2106.5969594761036,338.3853561152173
2025-11-01 08:00:00,84,45.010064848949696,-1723.2015385119364,1813.2216682098358,45.010064848949696
2025-11-01 08:05:00,546,-29.76169150289661,-1797.9732948637827,1738.4499118579895,0.0
2025-11-01 08:10:00,126,344.14824510878316,-1424.063358252103,2112.3598484696695,344.14824510878316
2025-11-01 08:15:00,42,139.67178798042823,-1628.5398153804579,1907.8833913413143,139.67178798042823
2025-11-01 08:20:00,0,-10.043717738566556,-1778.2553210994527,1758.1678856223195,0.0
2025-11-01 08:25:00,147,-27.56219557861914,-1795.7737989395052,1740.649407782267,0.0
2025-11-01 08:30:00,231,111.93513011975028,-1656.2764732411358,1880.1467334806364,111.93513011975028
2025-11-01 08:35:00,399,251.67823662404408,-1516.533366736842,2019.8898399849302,251.67823662404408
2025-11-01 08:40:00,294,443.5881962237463,-1324.6234071371398,2211.7997995846326,443.5881962237463
2025-11-01 08:45:00,252,446.75910881230993,-1321.4524945485762,2214.9707121731963,446.75910881230993
2025-11-01 08:50:00,525,435.636769692891,-1332.574833667995,2203.8483730537773,435.636769692891
2025-11-01 08:55:00,105,689.9883362394885,-1078.2232671213976,2458.199939600375,689.9883362394885
2025-11-01 09:00:00,294,475.7477078446627,-1292.4638955162234,2243.959311205549,475.7477078446627
2025-11-01 09:05:00,0,566.7481618161437,-1201.4634415447424,2334.95976517703,566.7481618161437
2025-11-01 09:10:00,567,431.42945439460163,-1336.7821489662845,2199.641057755488,431.42945439460163
2025-11-01 09:15:00,567,838.9686963076888,-929.2429070531973,2607.1802996685747,838.9686963076888
2025-11-01 09:20:00,315,1008.3141356762035,-759.8974676846826,2776.52573903709,1008.3141356762035
2025-11-01 09:25:00,861,826.737112833553,-941.474490527333,2594.948716194439,826.737112833553
2025-11-01 09:30:00,714,1209.9736465233614,-558.2379568375247,2978.1852498842472,1209.9736465233614
2025-11-01 09:35:00,840,1234.54313973425,-533.6684636266361,3002.7547430951363,1234.54313973425
2025-11-01 09:40:00,0,1287.63301219747,-480.57859116341615,3055.844615558356,1287.63301219747
2025-11-01 09:45:00,231,653.9424303812091,-1114.269172979677,2422.154033742095,653.9424303812091
2025-11-01 09:50:00,525,614.9399722861305,-1153.2716310747555,2383.1515756470167,614.9399722861305
2025-11-01 09:55:00,714,883.5634638242457,-884.6481395366404,2651.775067185132,883.5634638242457
2025-11-01 10:00:00,567,1059.9211328165181,-708.290470544368,2828.1327361774042,1059.9211328165181
2025-11-01 10:05:00,336,943.4215948222284,-824.7900085386577,2711.6331981831145,943.4215948222284
2025-11-01 10:10:00,504,679.1113467780525,-1089.1002565828335,2447.3229501389387,679.1113467780525
2025-11-01 10:15:00,63,707.8089322773992,-1060.402671083487,2476.0205356382853,707.8089322773992
2025-11-01 10:20:00,84,354.15721511541244,-1414.0543882454735,2122.3688184762987,354.15721511541244
2025-11-01 10:25:00,483,211.2575017514651,-1556.954101609421,1979.4691051123511,211.2575017514651
2025-11-01 10:30:00,651,482.83664415793834,-1285.3749592029478,2251.0482475188246,482.83664415793834
2025-11-01 10:35:00,567,658.0617757194284,-1110.1498276414577,2426.2733790803145,658.0617757194284
2025-11-01 10:40:00,273,581.6264182123956,-1186.5851851484904,2349.838021573282,581.6264182123956
2025-11-01 10:45:00,672,292.0510229650299,-1476.1605803958562,2060.2626263259162,292.0510229650299
2025-11-01 10:50:00,210,504.32108573875814,-1263.8905176221278,2272.5326890996444,504.32108573875814
2025-11-01 10:55:00,189,218.6796841981747,-1549.5319191627113,1986.8912875590609,218.6796841981747
2025-11-01 11:00:00,126,72.43799799213195,-1695.773605368754,1840.6496013530182,72.43799799213195
2025-11-01 11:05:00,210,19.994664137632412,-1748.2169392232536,1788.2062674985186,19.994664137632412
2025-11-01 11:10:00,105,73.45148121180358,-1694.7601221490825,1841.6630845726897,73.45148121180358
2025-11-01 11:15:00,168,23.830694368740566,-1744.3809089921456,1792.0422977296266,23.830694368740566
2025-11-01 11:20:00,210,66.57505275999145,-1701.6365506008947,1834.7866561208775,66.57505275999145
2025-11-01 11:25:00,840,142.68563093157314,-1625.525972429313,1910.8972342924592,142.68563093157314
2025-11-01 11:30:00,378,675.7258320626612,-1092.4857712982248,2443.9374354235474,675.7258320626612
2025-11-01 11:35:00,84,500.3983589112117,-1267.8132444496744,2268.6099622720976,500.3983589112117
2025-11-01 11:40:00,252,193.86940712148797,-1574.3421962393982,1962.081010482374,193.86940712148797
2025-11-01 11:45:00,84,306.39494036548535,-1461.8166629954007,2074.6065437263715,306.39494036548535
2025-11-01 11:50:00,0,261.51375956685195,-1506.6978437940343,2029.725362927738,261.51375956685195
2025-11-01 11:55:00,84,194.65675053755018,-1573.554852823336,1962.8683538984362,194.65675053755018
2025-11-01 12:00:00,273,280.94572991663256,-1487.2658734442534,2049.157333277519,280.94572991663256
2025-11-01 12:05:00,0,482.0618458771942,-1286.149757483692,2250.2734492380805,482.0618458771942
2025-11-01 12:10:00,210,338.8379588334502,-1429.3736445274358,2107.0495621943364,338.8379588334502
2025-11-01 12:15:00,525,455.0981621468011,-1313.113441214085,2223.309765507687,455.0981621468011
2025-11-01 12:20:00,0,765.7015926329851,-1002.510010727901,2533.9131959938713,765.7015926329851
2025-11-01 12:25:00,0,428.96238957670585,-1339.2492137841803,2197.1739929375917,428.96238957670585
2025-11-01 12:30:00,0,294.2261957683454,-1473.9854075925407,2062.4377991292313,294.2261957683454
2025-11-01 12:35:00,357,286.65038096646117,-1481.561222394425,2054.8619843273473,286.65038096646117
2025-11-01 12:40:00,42,539.4703420080396,-1228.7412613528465,2307.681945368926,539.4703420080396
2025-11-01 12:45:00,168,344.1606171753547,-1424.0509861855314,2112.372220536241,344.1606171753547
2025-11-01 12:50:00,63,321.8582697233878,-1446.3533336374983,2090.069873084274,321.8582697233878
2025-11-01 12:55:00,273,227.21107789073085,-1541.0005254701553,1995.422681251617,227.21107789073085
2025-11-01 13:00:00,357,311.145964699414,-1457.0656386614721,2079.3575680603,311.145964699414
2025-11-01 13:05:00,294,371.00321551230445,-1397.2083878485817,2139.214818873191,371.00321551230445
2025-11-01 13:10:00,378,279.1491937974047,-1489.0624095634814,2047.3607971582908,279.1491937974047
2025-11-01 13:15:00,252,269.04514137588967,-1499.1664619849964,2037.2567447367758,269.04514137588967
2025-11-01 13:20:00,588,132.71121791556334,-1635.5003854453228,1900.9228212764494,132.71121791556334
2025-11-01 13:25:00,273,307.4562883142107,-1460.7553150466754,2075.667891675097,307.4562883142107
2025-11-01 13:30:00,420,90.31506459901175,-1677.8965387618744,1858.5266679598978,90.31506459901175
2025-11-01 13:35:00,651,78.57371528184785,-1689.6378880790382,1846.785318642734,78.57371528184785
2025-11-01 13:40:00,651,257.89745540423564,-1510.3141479566505,2026.1090587651217,257.89745540423564
2025-11-01 13:45:00,945,276.29501383521733,-1491.9165895256688,2044.5066171961034,276.29501383521733
2025-11-01 13:50:00,336,477.12707821390586,-1291.0845251469802,2245.3386815747917,477.12707821390586
2025-11-01 13:55:00,1008,54.959186959437034,-1713.252416401449,1823.1707903203232,54.959186959437034
2025-11-01 14:00:00,210,423.8817687223492,-1344.3298346385368,2192.0933720832354,423.8817687223492
2025-11-01 14:05:00,609,-29.88344360889522,-1798.0950469697814,1738.3281597519908,0.0
2025-11-01 14:10:00,63,92.34043746240434,-1675.8711658984816,1860.5520408232906,92.34043746240434
2025-11-01 14:15:00,357,-209.38357927728106,-1977.5951826381672,1558.828024083605,0.0
2025-11-01 14:20:00,441,-91.03973456463802,-1859.2513379255242,1677.171868796248,0.0
2025-11-01 14:25:00,147,82.79940191770402,-1685.412201443182,1851.0110052785901,82.79940191770402
2025-11-01 14:30:00,378,-96.71042705003765,-1864.9220304109238,1671.5011763108485,0.0
2025-11-01 14:35:00,126,52.39770488442514,-1715.813898476461,1820.6093082453112,52.39770488442514
2025-11-01 14:40:00,63,-43.9935112401879,-1812.205114601074,1724.2180921206982,0.0
2025-11-01 14:45:00,84,-113.8735758914936,-1882.0851792523797,1654.3380274693925,0.0
2025-11-01 14:50:00,714,-66.06223580513938,-1834.2738391660255,1702.1493675557467,0.0
2025-11-01 14:55:00,0,471.4182372405867,-1296.7933661202994,2239.629840601473,471.4182372405867
2025-11-01 15:00:00,315,99.88607648596326,-1668.3255268749228,1868.0976798468494,99.88607648596326
2025-11-01 15:05:00,336,202.3295096540287,-1565.8820937068574,1970.5411130149148,202.3295096540287
2025-11-01 15:10:00,0,334.05365351919863,-1434.1579498416875,2102.265256880085,334.05365351919863
2025-11-01 15:15:00,105,95.69696544954468,-1672.5146379113414,1863.9085688104308,95.69696544954468
2025-11-01 15:20:00,0,117.61857825300922,-1650.5930251078769,1885.8301816138953,117.61857825300922
2025-11-01 15:25:00,0,78.60651537176591,-1689.6050879891202,1846.818118732652,78.60651537176591
2025-11-01 15:30:00,378,59.12304386637197,-1709.0885594945141,1827.334647227258,59.12304386637197
2025-11-01 15:35:00,735,357.1935948486607,-1411.0180085122254,2125.405198209547,357.1935948486607
2025-11-01 15:40:00,147,720.4725078490715,-1047.7390955118146,2488.6841112099573,720.4725078490715
2025-11-01 15:45:00,336,331.3763564259509,-1436.8352469349352,2099.587959786837,331.3763564259509
2025-11-01 15:50:00,315,323.2600190210401,-1444.951584339846,2091.471622381926,323.2600190210401
2025-11-01 15:55:00,693,345.3652593073898,-1422.8463440534963,2113.5768626682757,345.3652593073898
2025-11-01 16:00:00,672,614.1875048660618,-1154.0240984948243,2382.3991082269476,614.1875048660618
2025-11-01 16:05:00,882,668.5512727875177,-1099.6603305733684,2436.762876148404,668.5512727875177
2025-11-01 16:10:00,420,802.9067643097255,-965.3048390511606,2571.1183676706114,802.9067643097255
2025-11-01 16:15:00,126,475.03791796113956,-1293.1736853997465,2243.2495213220254,475.03791796113956
2025-11-01 16:20:00,273,118.4082464544565,-1649.8033569064296,1886.6198498153426,118.4082464544565
2025-11-01 16:25:00,756,158.76855462869025,-1609.4430487321958,1926.9801579895764,158.76855462869025
2025-11-01 16:30:00,294,564.9991568373362,-1203.21244652355,2333.2107601982225,564.9991568373362
2025-11-01 16:35:00,798,310.69983861899254,-1457.5117647418936,2078.911441979879,310.69983861899254
2025-11-01 16:40:00,504,587.9412285173012,-1180.270374843585,2356.1528318781875,587.9412285173012
2025-11-01 16:45:00,420,489.6240287179198,-1278.5875746429663,2257.835632078806,489.6240287179198
2025-11-01 16:50:00,735,356.8540884907634,-1411.3575148701227,2125.0656918516497,356.8540884907634
2025-11-01 16:55:00,189,603.0916327834238,-1165.1199705774623,2371.30323614431,603.0916327834238
2025-11-01 17:00:00,0,272.0404473301646,-1496.1711560307215,2040.2520506910507,272.0404473301646
2025-11-01 17:05:00,420,15.65535896206302,-1752.556244398823,1783.8669623229491,15.65535896206302
2025-11-01 17:10:00,0,335.47482100993875,-1432.7367823509474,2103.686424370825,335.47482100993875
2025-11-01 17:15:00,42,139.47031281574255,-1628.7412905451436,1907.6819161766286,139.47031281574255
2025-11-01 17:20:00,126,99.50903148558109,-1668.702571875305,1867.7206348464672,99.50903148558109
2025-11-01 17:25:00,0,215.38841534728772,-1552.8231880135984,1983.6000187081738,215.38841534728772
2025-11-01 17:30:00,0,169.12918248323786,-1599.0824208776482,1937.340785844124,169.12918248323786
2025-11-01 17:35:00,168,170.55392052826824,-1597.6576828326179,1938.7655238891543,170.55392052826824
2025-11-01 17:40:00,147,333.6110753382711,-1434.600528022615,2101.822678699157,333.6110753382711
2025-11-01 17:45:00,105,383.24293994374693,-1384.9686634171392,2151.4545433046333,383.24293994374693
2025-11-01 17:50:00,126,365.4460529844414,-1402.7655503764447,2133.6576563453273,365.4460529844414
2025-11-01 17:55:00,231,389.9124036958872,-1378.299199664999,2158.1240070567733,389.9124036958872
2025-11-01 18:00:00,0,489.044416150158,-1279.1671872107281,2257.256019511044,489.044416150158
2025-11-01 18:05:00,63,338.55562727913434,-1429.6559760817518,2106.7672306400204,338.55562727913434
2025-11-01 18:10:00,0,330.59368240618915,-1437.617920954697,2098.8052857670755,330.59368240618915
2025-11-01 18:15:00,126,291.8531218365705,-1476.3584815243157,2060.0647251974565,291.8531218365705
2025-11-01 18:20:00,168,359.19160247691286,-1409.0200008839734,2127.403205837799,359.19160247691286
2025-11-01 18:25:00,126,401.07552449548854,-1367.1360788653976,2169.287127856375,401.07552449548854
2025-11-01 18:30:00,231,348.4486000058214,-1419.7630033550647,2116.6602033667077,348.4486000058214
2025-11-01 18:35:00,231,386.67513822822275,-1381.5364651326634,2154.886741589109,386.67513822822275
2025-11-01 18:40:00,441,373.8821577246756,-1394.3294456362105,2142.0937610855617,373.8821577246756
2025-11-01 18:45:00,105,493.90725477699596,-1274.3043485838903,2262.118858137882,493.90725477699596
2025-11-01 18:50:00,126,236.24531504948482,-1531.9662883114013,2004.456918410371,236.24531504948482
2025-11-01 18:55:00,84,123.61826082835069,-1644.5933425325354,1891.8298641892368,123.61826082835069
2025-11-01 19:00:00,0,53.67836339773817,-1714.533239963148,1821.8899667586243,53.67836339773817
2025-11-01 19:05:00,0,-69.50094123075507,-1837.7125445916413,1698.710662130131,0.0
2025-11-01 19:10:00,0,-134.04619498424063,-1902.2577983451267,1634.1654083766455,0.0
2025-11-01 19:15:00,0,-175.63812960148204,-1943.849732962368,1592.5734737594041,0.0
2025-11-01 19:20:00,126,-214.90005942234387,-1983.11166278323,1553.3115439385422,0.0
2025-11-01 19:25:00,0,-151.23932400747782,-1919.4509273683639,1616.9722793534083,0.0
2025-11-01 19:30:00,0,-249.23665164386028,-2017.4482550047464,1518.9749517170258,0.0
2025-11-01 19:35:00,42,-304.177391753625,-2072.388995114511,1464.034211607261,0.0
2025-11-01 19:40:00,294,-286.4208518070153,-2054.6324551679013,1481.790751553871,0.0
2025-11-01 19:45:00,210,-90.72815523440045,-1858.9397585952865,1677.4834481264857,0.0
2025-11-01 19:50:00,21,-101.73966872984806,-1869.9512720907342,1666.471934631038,0.0
2025-11-01 19:55:00,0,-270.33787203253087,-2038.549475393417,1497.8737313283552,0.0
2025-11-01 20:00:00,0,-321.03228869022973,-2089.243892051116,1447.1793146706564,0.0
2025-11-01 20:05:00,0,-309.07674931722613,-2077.2883526781125,1459.13485404366,0.0
2025-11-01 20:10:00,0,-289.9810487661507,-2058.192652127037,1478.2305545947354,0.0
2025-11-01 20:15:00,84,-266.8920603315296,-2035.1036636924157,1501.3195430293565,0.0
2025-11-01 20:20:00,105,-175.00963525437373,-1943.2212386152598,1593.2019681065124,0.0
2025-11-01 20:25:00,0,-110.21102976749808,-1878.4226331283842,1658.000573593388,0.0
2025-11-01 20:30:00,0,-158.4108018592251,-1926.6224052201112,1609.800801501661,0.0
2025-11-01 20:35:00,0,-152.82745774516388,-1921.03906110605,1615.3841456157222,0.0
2025-11-01 20:40:00,0,-121.24852403068462,-1889.4601273915707,1646.9630793302015,0.0
2025-11-01 20:45:00,0,-92.85216398995408,-1861.0637673508402,1675.359439370932,0.0
2025-11-01 20:50:00,126,-66.54688122423568,-1834.7584845851218,1701.6647221366504,0.0
2025-11-01 20:55:00,168,55.13585555764939,-1713.0757478032367,1823.3474589185355,55.13585555764939
2025-11-01 21:00:00,0,137.45373643718222,-1630.757866923704,1905.6653397980683,137.45373643718222
2025-11-01 21:05:00,0,30.488451190748492,-1737.7231521701376,1798.7000545516346,30.488451190748492
2025-11-01 21:10:00,0,2.6377060829358925,-1765.5738972779502,1770.849309443822,2.6377060829358925
2025-11-01 21:15:00,0,13.254070022467204,-1754.957533338419,1781.4656733833533,13.254070022467204
2025-11-01 21:20:00,0,16.97309911162938,-1751.2385042492567,1785.1847024725155,16.97309911162938
2025-11-01 21:25:00,399,17.03649473494852,-1751.1751086259376,1785.2480980958346,17.03649473494852
2025-11-01 21:30:00,0,324.78557585769204,-1443.426027503194,2092.997179218578,324.78557585769204
2025-11-01 21:35:00,189,100.80293303586768,-1667.4086703250184,1869.0145363967538,100.80293303586768
2025-11-01 21:40:00,0,139.44330680797475,-1628.7682965529114,1907.6549101688609,139.44330680797475
2025-11-01 21:45:00,0,32.33073978196853,-1735.8808635789176,1800.5423431428546,32.33073978196853
2025-11-01 21:50:00,0,-27.253686275967993,-1795.465289636854,1740.957917084918,0.0
2025-11-01 21:55:00,0,-36.36293138326346,-1804.5745347441496,1731.8486719776226,0.0
2025-11-01 22:00:00,231,-48.623327450296074,-1816.8349308111822,1719.58827591059,0.0
2025-11-01 22:05:00,0,120.36509638392681,-1647.8465069769593,1888.576699744813,120.36509638392681
2025-11-01 22:10:00,546,-15.329715327415215,-1783.5413186883013,1752.881888033471,0.0
2025-11-01 22:15:00,189,344.8434219273581,-1423.368181433528,2113.055025288244,344.8434219273581
2025-11-01 22:20:00,0,192.85866933312036,-1575.3529340277657,1961.0702726940065,192.85866933312036
2025-11-01 22:25:00,0,-50.10115572682707,-1818.3127590877132,1718.110447634059,0.0
2025-11-01 22:30:00,0,-88.62373623685835,-1856.8353395977445,1679.5878671240278,0.0
2025-11-01 22:35:00,0,-83.69915652342252,-1851.9107598843086,1684.5124468374636,0.0
2025-11-01 22:40:00,0,-78.89700165073691,-1847.108605011623,1689.3146017101492,0.0
2025-11-01 22:45:00,0,-71.55820023185879,-1839.769803592745,1696.6534031290273,0.0
2025-11-01 22:50:00,0,-62.20406761142749,-1830.4156709723136,1706.0075357494586,0.0
2025-11-01 22:55:00,0,-51.23651138061814,-1819.4481147415042,1716.975091980268,0.0
2025-11-01 23:00:00,0,-39.13592705227711,-1807.3475304131632,1729.075676308609,0.0
2025-11-01 23:05:00,0,-26.42414981361253,-1794.6357531744986,1741.7874535472736,0.0
2025-11-01 23:10:00,0,-13.641452580047371,-1781.8530559409335,1754.5701507808387,0.0
2025-11-01 23:15:00,0,-1.3221527619143671,-1769.5337561228005,1766.8894505989717,0.0
2025-11-01 23:20:00,0,10.029035444215879,-1758.1825679166702,1778.240638805102,10.029035444215879
2025-11-01 23:25:00,0,19.958971144934367,-1748.2526322159517,1788.1705745058205,19.958971144934367
2025-11-01 23:30:00,0,28.085449632277232,-1740.1261537286089,1796.2970529931633,28.085449632277232
2025-11-01 23:35:00,0,34.11315253596422,-1734.0984508249219,1802.3247558968503,34.11315253596422
2025-11-01 23:40:00,0,37.845532119157724,-1730.3660712417284,1806.0571354800438,37.845532119157724
2025-11-01 23:45:00,0,39.192156655319195,-1729.019446705567,1807.4037600162053,39.192156655319195
2025-11-01 23:50:00,0,38.171243463353676,-1730.0403598975324,1806.3828468242398,38.171243463353676
